level_0,level_1,level_2,no_vis_data_Oz
15,0,6,2.3625918754157326e-06
15,0,7,1.3887350385203122e-06
15,0,8,-1.5199776725269783e-06
15,0,9,-4.845909351747994e-06
15,0,10,-6.333481818517398e-06
15,0,11,-4.819896347698141e-06
15,0,12,-1.4777896687629487e-06
15,0,13,1.1420282305252751e-06
15,0,14,1.0356955653777149e-06
15,0,15,-1.6325097265026115e-06
15,0,16,-4.788960794451061e-06
15,0,17,-5.946249163956368e-06
15,0,18,-4.159033113084295e-06
15,0,19,-6.293230492800182e-07
15,0,20,1.9397055728224e-06
15,0,21,1.3002872231517409e-06
15,0,22,-2.6816206117797914e-06
15,0,23,-7.487338118764952e-06
15,0,24,-9.633555744436467e-06
15,0,25,-7.274786293410304e-06
15,0,26,-1.899818772587087e-06
15,0,27,2.7180698857890605e-06
15,0,28,3.455499660608353e-06
15,0,29,5.247255636250916e-07
15,0,30,-3.002772472607306e-06
15,0,31,-4.040319314478066e-06
15,0,32,-2.360363249565299e-06
15,0,33,-3.450332821130589e-07
15,0,34,-3.359135512288117e-07
15,0,35,-1.9902903955962005e-06
15,0,36,-2.670120233003444e-06
16,0,0,-1.4120379847871209e-05
16,0,1,-1.425479007007241e-05
16,0,2,-1.0022152277272599e-05
16,0,3,-2.5607323932081626e-06
16,0,4,3.53354340213043e-06
16,0,5,3.583506676215777e-06
16,0,6,-3.3141874649114894e-06
16,0,7,-1.3277778832655827e-05
16,0,8,-2.0364471432596015e-05
16,0,9,-2.0824272670492863e-05
16,0,10,-1.5582323481158514e-05
16,0,11,-9.218396145146653e-06
16,0,12,-6.295287406048362e-06
16,0,13,-8.069412553785927e-06
16,0,14,-1.1833322236159028e-05
16,0,15,-1.3347901602803192e-05
16,0,16,-1.0259360140561834e-05
16,0,17,-4.072487414963355e-06
16,0,18,1.0782738333240906e-06
16,0,19,1.769194413087899e-06
16,0,20,-1.7657143225091777e-06
16,0,21,-5.815083291303675e-06
16,0,22,-6.331847638412901e-06
16,0,23,-2.5332109012234712e-06
16,0,24,2.426715800319754e-06
16,0,25,4.0737996339386265e-06
16,0,26,4.6333226017962774e-07
16,0,27,-6.29143042085961e-06
16,0,28,-1.1895298844040165e-05
16,0,29,-1.3456965298681931e-05
16,0,30,-1.1388704466837709e-05
16,0,31,-8.420226493360123e-06
16,0,32,-6.744467928457526e-06
16,0,33,-6.33788595572689e-06
16,0,34,-5.602869434185242e-06
16,0,35,-3.4868255689872506e-06
16,0,36,-5.775164113056496e-07
17,0,0,4.727808188782008e-06
17,0,1,5.809377485257609e-06
17,0,2,1.3998171406770813e-06
17,0,3,-5.851013425729436e-06
17,0,4,-1.0300819275261002e-05
17,0,5,-7.936618321794915e-06
17,0,6,-3.567577603872624e-07
17,0,7,6.207171920048771e-06
17,0,8,6.514936200565638e-06
17,0,9,1.360759981521088e-06
17,0,10,-3.040962701400651e-06
17,0,11,-1.143462594640815e-06
17,0,12,6.220136949114678e-06
17,0,13,1.2355267428964633e-05
17,0,14,1.1038009852970163e-05
17,0,15,2.6117583209188958e-06
17,0,16,-6.37195198978412e-06
17,0,17,-9.297586941403699e-06
17,0,18,-5.582410168665053e-06
17,0,19,-6.00451457865162e-07
17,0,20,-1.3768650638290245e-07
17,0,21,-4.9261755345564404e-06
17,0,22,-1.0725832704094537e-05
17,0,23,-1.295295097608791e-05
17,0,24,-1.1131716912479576e-05
17,0,25,-8.498741353144738e-06
17,0,26,-8.016425391671066e-06
17,0,27,-9.084958718492964e-06
17,0,28,-8.65380438134155e-06
17,0,29,-4.813031117788979e-06
17,0,30,7.772127107581153e-07
17,0,31,4.419306489949955e-06
17,0,32,3.820747281314764e-06
17,0,33,3.510965877943512e-07
17,0,34,-2.443421763048738e-06
17,0,35,-1.9879286197194433e-06
17,0,36,1.0230167542987203e-06
18,0,0,-1.4178259545857692e-06
18,0,1,4.549162326414693e-06
18,0,2,1.1655651352126541e-05
18,0,3,1.702803445276669e-05
18,0,4,1.84237144838827e-05
18,0,5,1.5786549428091186e-05
18,0,6,1.1034779327741327e-05
18,0,7,6.328508701413998e-06
18,0,8,2.5764628319054886e-06
18,0,9,-6.547621166897646e-07
18,0,10,-3.883164812233891e-06
18,0,11,-6.846698044843196e-06
18,0,12,-8.717750590978197e-06
18,0,13,-9.203133368631948e-06
18,0,14,-9.042311419897695e-06
18,0,15,-9.316062780848706e-06
18,0,16,-1.0191493644904248e-05
18,0,17,-1.0583181004580942e-05
18,0,18,-9.119793093685701e-06
18,0,19,-5.828668595765434e-06
18,0,20,-2.593513311232638e-06
18,0,21,-1.8777016800998025e-06
18,0,22,-4.502619480054742e-06
18,0,23,-8.743355413799812e-06
18,0,24,-1.1408551824313427e-05
18,0,25,-1.0349358644420035e-05
18,0,26,-6.011833919272145e-06
18,0,27,-9.837836988647831e-07
18,0,28,2.200910454175497e-06
18,0,29,2.6833895790010995e-06
18,0,30,1.4527215387728478e-06
18,0,31,-7.53186168222057e-08
18,0,32,-1.271803121960349e-06
18,0,33,-2.5339746948854015e-06
18,0,34,-4.298440099251494e-06
18,0,35,-6.300689077061623e-06
18,0,36,-7.546245000082923e-06
19,0,0,1.1553180401540253e-05
19,0,1,9.741801622667186e-06
19,0,2,7.256029601997204e-06
19,0,3,4.2221444065722725e-06
19,0,4,3.397999813089726e-07
19,0,5,-4.486337705660986e-06
19,0,6,-9.362620179124103e-06
19,0,7,-1.2531018187754124e-05
19,0,8,-1.2694958611968285e-05
19,0,9,-1.0438898762941712e-05
19,0,10,-8.14216776543733e-06
19,0,11,-8.068935250959324e-06
19,0,12,-1.0397064188824058e-05
19,0,13,-1.3146159667837016e-05
19,0,14,-1.4318748648837185e-05
19,0,15,-1.3971410434267077e-05
19,0,16,-1.3982395675236664e-05
19,0,17,-1.5595443488123912e-05
19,0,18,-1.761866323128213e-05
19,0,19,-1.727427032439813e-05
19,0,20,-1.3279920874609361e-05
19,0,21,-7.78125479654416e-06
19,0,22,-4.950598014248132e-06
19,0,23,-7.054658013279109e-06
19,0,24,-1.2049159156425431e-05
19,0,25,-1.4960536141291796e-05
19,0,26,-1.211395592551985e-05
19,0,27,-4.205081921914881e-06
19,0,28,4.199895619250209e-06
19,0,29,8.424322129962176e-06
19,0,30,6.9101101991830035e-06
19,0,31,1.8694853048415523e-06
19,0,32,-3.0207699178320523e-06
19,0,33,-5.193668844270241e-06
19,0,34,-4.538038842248377e-06
19,0,35,-2.565690776497174e-06
19,0,36,-9.426000501148874e-07
20,0,0,1.9260807962899956e-06
20,0,1,2.411662571387459e-06
20,0,2,5.009096714337865e-06
20,0,3,9.033487865967493e-06
20,0,4,1.2766914923461746e-05
20,0,5,1.406596732563849e-05
20,0,6,1.2076353776009434e-05
20,0,7,8.151170307927507e-06
20,0,8,5.195779599605568e-06
20,0,9,5.117351687515737e-06
20,0,10,7.121469495066917e-06
20,0,11,8.124230346863795e-06
20,0,12,5.5756580798984766e-06
20,0,13,-2.8508009533720925e-07
20,0,14,-6.320705236756506e-06
20,0,15,-9.100396117993012e-06
20,0,16,-7.3736556449239036e-06
20,0,17,-2.753206395126229e-06
20,0,18,2.1059219166121913e-06
20,0,19,5.42470742300648e-06
20,0,20,7.198302881021839e-06
20,0,21,8.088715669623994e-06
20,0,22,8.417587503494134e-06
20,0,23,7.926108928460387e-06
20,0,24,6.785248943896947e-06
20,0,25,5.804299230565118e-06
20,0,26,6.009666047668695e-06
20,0,27,7.458753063660159e-06
20,0,28,9.20363322692749e-06
20,0,29,1.0142370743935862e-05
20,0,30,1.0366548822135458e-05
20,0,31,1.0995059146937862e-05
20,0,32,1.3001810487386738e-05
20,0,33,1.5749836400614473e-05
20,0,34,1.744744539415382e-05
20,0,35,1.6668455166924073e-05
20,0,36,1.4100437902945097e-05
21,0,0,6.042170297400768e-06
21,0,1,6.795516775435085e-06
21,0,2,5.316917747324968e-06
21,0,3,2.2260958180344035e-06
21,0,4,-6.914031576597601e-07
21,0,5,-2.1651141973718318e-06
21,0,6,-2.3894743564134362e-06
21,0,7,-2.3189217590636086e-06
21,0,8,-2.791592165283369e-06
21,0,9,-3.8734204858538945e-06
21,0,10,-5.247995146403947e-06
21,0,11,-6.423442487395441e-06
21,0,12,-7.1188923508415706e-06
21,0,13,-7.163303341588799e-06
21,0,14,-6.722634234523537e-06
21,0,15,-6.070569815583635e-06
21,0,16,-5.5755794995550724e-06
21,0,17,-5.2394677239530555e-06
21,0,18,-4.868761315965261e-06
21,0,19,-4.178395527977801e-06
21,0,20,-3.225739831441861e-06
21,0,21,-2.1710106335102298e-06
21,0,22,-1.2511925165195297e-06
21,0,23,-4.649245580524838e-07
21,0,24,9.49082007582328e-08
21,0,25,3.1440122725248296e-07
21,0,26,7.3242696555560835e-09
21,0,27,-6.662394397750784e-07
21,0,28,-1.356798495389545e-06
21,0,29,-1.8195132996069383e-06
21,0,30,-2.658975830458675e-06
21,0,31,-4.922051521719269e-06
21,0,32,-9.202833599173776e-06
21,0,33,-1.4390913052721513e-05
21,0,34,-1.8071527571086247e-05
21,0,35,-1.7937388014512327e-05
21,0,36,-1.3826700366313758e-05
22,0,0,5.600414162251749e-06
22,0,1,-9.408256259252874e-07
22,0,2,-1.306506620863551e-06
22,0,3,4.434496506887435e-06
22,0,4,1.246877236943725e-05
22,0,5,1.782014614215338e-05
22,0,6,1.732127301128615e-05
22,0,7,1.1316094046744986e-05
22,0,8,3.3284035949077985e-06
22,0,9,-2.1640293520753916e-06
22,0,10,-2.522901596726314e-06
22,0,11,1.5630330614010139e-06
22,0,12,6.885537107166454e-06
22,0,13,1.0154032648973651e-05
22,0,14,9.878417187654108e-06
22,0,15,6.646894425014322e-06
22,0,16,2.0135385357114636e-06
22,0,17,-2.4323315663890024e-06
22,0,18,-5.28436511247404e-06
22,0,19,-5.231368855412025e-06
22,0,20,-1.8140526933361242e-06
22,0,21,3.556497229755814e-06
22,0,22,7.628464049944117e-06
22,0,23,7.4445554873560425e-06
22,0,24,2.8320979676219326e-06
22,0,25,-2.8802284279569557e-06
22,0,26,-5.32547245461732e-06
22,0,27,-2.492907370509596e-06
22,0,28,3.6565623849211235e-06
22,0,29,9.040643770387674e-06
22,0,30,1.0547714348662111e-05
22,0,31,8.05517641490588e-06
22,0,32,3.604988213795992e-06
22,0,33,-5.111127469481936e-07
22,0,34,-3.2528449567458765e-06
22,0,35,-4.7123300439187135e-06
22,0,36,-5.5196332054344285e-06
23,0,0,3.249783961331977e-06
23,0,1,2.0047137084886607e-07
23,0,2,-1.4816090008704864e-06
23,0,3,1.7497430041364978e-07
23,0,4,3.7128684751511502e-06
23,0,5,6.095460866952662e-06
23,0,6,5.616058926546892e-06
23,0,7,2.660377907511821e-06
23,0,8,-1.3977438565240254e-06
23,0,9,-5.504238734084944e-06
23,0,10,-8.501843093921884e-06
23,0,11,-8.637660486346638e-06
23,0,12,-4.4032437218836495e-06
23,0,13,2.9585080924081884e-06
23,0,14,8.632259542929149e-06
23,0,15,6.789861173497305e-06
23,0,16,-4.251987474767304e-06
23,0,17,-1.9510338024390306e-05
23,0,18,-3.001462945736392e-05
23,0,19,-2.9626919863774172e-05
23,0,20,-1.9671087213547333e-05
23,0,21,-7.70475683224025e-06
23,0,22,-9.910290066154803e-07
23,0,23,-1.1609079765733586e-06
23,0,24,-3.911790248904045e-06
23,0,25,-4.133167083380439e-06
23,0,26,-5.42761889748918e-07
23,0,27,3.6081856334171903e-06
23,0,28,4.449839318937089e-06
23,0,29,1.0055745555976803e-06
23,0,30,-3.976516077410668e-06
23,0,31,-6.911534831705089e-06
23,0,32,-5.964565296129364e-06
23,0,33,-1.9909046683269313e-06
23,0,34,3.1255287933242134e-06
23,0,35,7.568472323329705e-06
23,0,36,1.0165255813760767e-05
24,0,0,-1.012166264066156e-05
24,0,1,-6.7817099180606725e-06
24,0,2,-3.898407216066974e-06
24,0,3,-3.8336042624084906e-06
24,0,4,-5.832660186172055e-06
24,0,5,-7.125144581312604e-06
24,0,6,-6.110092454134932e-06
24,0,7,-4.214815334358294e-06
24,0,8,-4.150153898077515e-06
24,0,9,-6.963418231033431e-06
24,0,10,-1.084195989973038e-05
24,0,11,-1.3135382519258295e-05
24,0,12,-1.2834261188142165e-05
24,0,13,-1.1171212266189413e-05
24,0,14,-9.660439680625715e-06
24,0,15,-8.339274187738434e-06
24,0,16,-5.8811504426164605e-06
24,0,17,-1.622632250096291e-06
24,0,18,3.178056114911006e-06
24,0,19,5.898692412887772e-06
24,0,20,4.712239822042953e-06
24,0,21,-9.776483839394049e-08
24,0,22,-6.159954592407934e-06
24,0,23,-1.0502590314058068e-05
24,0,24,-1.0979039670820005e-05
24,0,25,-7.557801403733735e-06
24,0,26,-2.4859062620899636e-06
24,0,27,4.855832757637438e-07
24,0,28,-1.458065365922214e-06
24,0,29,-7.871769893400666e-06
24,0,30,-1.4445375051466746e-05
24,0,31,-1.6036068211847066e-05
24,0,32,-1.0957919020742831e-05
24,0,33,-3.229215556445949e-06
24,0,34,4.804033395620792e-07
24,0,35,-3.5310131878323948e-06
24,0,36,-1.2269172476424609e-05
25,0,0,4.481349672844255e-06
25,0,1,-3.4082397686148393e-06
25,0,2,-9.817908868041392e-06
25,0,3,-9.727902360629696e-06
25,0,4,-2.820879714106279e-06
25,0,5,6.356184989399238e-06
25,0,6,1.2101551872794355e-05
25,0,7,1.1902221917813223e-05
25,0,8,7.632475285436588e-06
25,0,9,3.219423936340755e-06
25,0,10,1.0135126254730409e-06
25,0,11,5.404351748934366e-07
25,0,12,9.315080117283533e-08
25,0,13,-8.095368805365543e-07
25,0,14,-1.1442549464368065e-06
25,0,15,-8.937937101508541e-08
25,0,16,1.2526200594247045e-06
25,0,17,6.873478571483312e-07
25,0,18,-2.663463095485148e-06
25,0,19,-6.694624707674602e-06
25,0,20,-7.849194051778971e-06
25,0,21,-4.317572230083081e-06
25,0,22,1.8415103387917997e-06
25,0,23,6.406376000961302e-06
25,0,24,6.606997438438197e-06
25,0,25,3.493595483850247e-06
25,0,26,3.5628741519523185e-07
25,0,27,-6.150699483235311e-07
25,0,28,-3.371310008547464e-07
25,0,29,-1.0695995274766741e-06
25,0,30,-3.4229262892779147e-06
25,0,31,-5.248464809474941e-06
25,0,32,-4.309451897466769e-06
25,0,33,-1.1494909984624066e-06
25,0,34,7.977393698367101e-07
25,0,35,-1.1423782040917324e-06
25,0,36,-5.843658160067656e-06
26,0,0,4.848995449216036e-06
26,0,1,4.3258941067283085e-06
26,0,2,2.4348716032299633e-06
26,0,3,7.149490663448208e-07
26,0,4,-8.28281930417298e-07
26,0,5,-3.03357887760481e-06
26,0,6,-5.734174277630436e-06
26,0,7,-7.56654564972476e-06
26,0,8,-7.3168595189412595e-06
26,0,9,-5.509909979331827e-06
26,0,10,-3.956854256856877e-06
26,0,11,-4.085923198493915e-06
26,0,12,-5.503038928656486e-06
26,0,13,-6.738400507312647e-06
26,0,14,-6.706391386503596e-06
26,0,15,-5.407306606314987e-06
26,0,16,-2.8054130288763976e-06
26,0,17,1.862143317802616e-06
26,0,18,9.232061848941247e-06
26,0,19,1.760446492738224e-05
26,0,20,2.2692814283617794e-05
26,0,21,2.0235978019214835e-05
26,0,22,9.977456796578417e-06
26,0,23,-3.388591044784948e-06
26,0,24,-1.323782654880101e-05
26,0,25,-1.6132495024353188e-05
26,0,26,-1.3684836653021521e-05
26,0,27,-1.021173172130967e-05
26,0,28,-8.304341587116442e-06
26,0,29,-7.248578293693486e-06
26,0,30,-4.936707119562023e-06
26,0,31,-1.1671622988822372e-06
26,0,32,2.084473484639614e-06
26,0,33,3.055837851267685e-06
26,0,34,2.7160153372271403e-06
26,0,35,3.7868264026140995e-06
26,0,36,7.773235235942306e-06
27,0,0,-4.11118623320151e-07
27,0,1,-4.8572653027635475e-06
27,0,2,-5.784975742045427e-06
27,0,3,-1.6255209872111077e-06
27,0,4,5.906276143622042e-06
27,0,5,1.2892154528549378e-05
27,0,6,1.579297555395179e-05
27,0,7,1.343639616620013e-05
27,0,8,7.755668163616852e-06
27,0,9,2.3487695566311594e-06
27,0,10,3.410627919838341e-07
27,0,11,2.3107586801956765e-06
27,0,12,6.139414563757024e-06
27,0,13,8.26848857784254e-06
27,0,14,6.293388381082763e-06
27,0,15,6.10522247373225e-07
27,0,16,-5.270255211460481e-06
27,0,17,-7.006319460553219e-06
27,0,18,-2.250138492732975e-06
27,0,19,7.14984864056816e-06
27,0,20,1.6267267589248975e-05
27,0,21,2.01300066053682e-05
27,0,22,1.7379208552248154e-05
27,0,23,1.0792091213095427e-05
27,0,24,5.076632153919072e-06
27,0,25,2.9645675099995727e-06
27,0,26,3.972625622816392e-06
27,0,27,5.609625888526452e-06
27,0,28,6.6419693292318915e-06
27,0,29,8.005370301507342e-06
27,0,30,1.1654785513157552e-05
27,0,31,1.7598257080253315e-05
27,0,32,2.33802962457619e-05
27,0,33,2.5599578311288028e-05
27,0,34,2.3153522105846878e-05
27,0,35,1.773437424213624e-05
27,0,36,1.2403272742826828e-05
28,0,0,-2.9783494017440497e-07
28,0,1,-3.1393360144965122e-06
28,0,2,-7.109070535511828e-06
28,0,3,-1.0056333999057619e-05
28,0,4,-1.1469924527703589e-05
28,0,5,-1.2013255215447471e-05
28,0,6,-1.2127406988561627e-05
28,0,7,-1.11303890501952e-05
28,0,8,-7.619245411509578e-06
28,0,9,-1.0677818113386247e-06
28,0,10,6.992356170087771e-06
28,0,11,1.3257784500834112e-05
28,0,12,1.4662591493317355e-05
28,0,13,1.0672203802508543e-05
28,0,14,4.144774054937422e-06
28,0,15,-4.282766503973876e-07
28,0,16,-1.1625067659647453e-08
28,0,17,4.501517536257654e-06
28,0,18,8.7786343500094e-06
28,0,19,7.934644354464773e-06
28,0,20,1.715249621249904e-07
28,0,21,-1.1957354032264707e-05
28,0,22,-2.3062710877511062e-05
28,0,23,-2.8398979761995067e-05
28,0,24,-2.6303946316114752e-05
28,0,25,-1.8554357215175136e-05
28,0,26,-8.386769456964274e-06
28,0,27,1.276939220516735e-06
28,0,28,8.81746759156648e-06
28,0,29,1.3365186367969009e-05
28,0,30,1.4497254085220454e-05
28,0,31,1.2128604611202768e-05
28,0,32,7.207849665149667e-06
28,0,33,1.5222203045960278e-06
28,0,34,-2.8559631089520725e-06
28,0,35,-4.828949458094491e-06
28,0,36,-4.654590590017334e-06
29,0,0,8.790327541665396e-06
29,0,1,4.424468781954143e-06
29,0,2,2.384077596671638e-06
29,0,3,2.3338834928275415e-06
29,0,4,2.4651821517086717e-06
29,0,5,1.369519416073859e-06
29,0,6,-5.936738122970852e-07
29,0,7,-2.0650996101126943e-06
29,0,8,-1.760729745772365e-06
29,0,9,5.608958046556988e-07
29,0,10,4.4951809046770385e-06
29,0,11,8.98155571772241e-06
29,0,12,1.2456989683501266e-05
29,0,13,1.2854917632116637e-05
29,0,14,8.984168514140597e-06
29,0,15,1.767307939149371e-06
29,0,16,-5.2352731343259745e-06
29,0,17,-8.085357815135012e-06
29,0,18,-5.2145737622009394e-06
29,0,19,8.551072041974078e-07
29,0,20,5.612049510043851e-06
29,0,21,5.917781251770909e-06
29,0,22,2.5650106563490535e-06
29,0,23,-1.2186396088201864e-06
29,0,24,-2.6225636638337914e-06
29,0,25,-1.7063803424728895e-06
29,0,26,-1.3213833850837046e-07
29,0,27,9.474235553376159e-07
29,0,28,2.387347593971119e-06
29,0,29,5.2152165930657315e-06
29,0,30,8.925773860246297e-06
29,0,31,1.099863455256275e-05
29,0,32,9.703624672496684e-06
29,0,33,6.0336898048771875e-06
29,0,34,3.6040390651110785e-06
29,0,35,5.005453278508271e-06
29,0,36,9.570535764217908e-06
