level_0,level_1,level_2,no_vis_no_aud_data_Oz
15,0,3,4.924243403983203e-06
15,0,4,-1.200851165481022e-06
15,0,5,-6.319843035766377e-06
15,0,6,-6.984072492220586e-06
15,0,7,-2.965107567961533e-06
15,0,8,3.083690217429812e-06
15,0,9,7.456140267241972e-06
15,0,10,8.189819467754205e-06
15,0,11,5.845861320066061e-06
15,0,12,2.9837936825847237e-06
15,0,13,1.8854251092223463e-06
15,0,14,3.2212109115574265e-06
15,0,15,5.472036072800472e-06
15,0,16,6.595308612356834e-06
15,0,17,5.41174639571732e-06
15,0,18,2.8367229301483056e-06
15,0,19,6.599333672168979e-07
15,0,20,2.1544986205292888e-07
15,0,21,1.0393341808853174e-06
15,0,22,1.7811899207872695e-06
15,0,23,1.157060813927532e-06
15,0,24,-7.072445547123558e-07
15,0,25,-3.1278210838047197e-06
15,0,26,-5.451947881124136e-06
15,0,27,-7.81270366860857e-06
15,0,28,-9.900215956991029e-06
15,0,29,-1.0674431700763204e-05
15,0,30,-8.295457642737143e-06
15,0,31,-2.1854883341866665e-06
15,0,32,6.272907287689406e-06
15,0,33,1.3768270060226617e-05
15,0,34,1.7635796656527316e-05
15,0,35,1.7106381965523686e-05
15,0,36,1.3947874166225999e-05
16,0,0,1.208687481087632e-05
16,0,1,6.497359669495144e-06
16,0,2,-4.3310061036747383e-07
16,0,3,-4.695129316064592e-06
16,0,4,-4.541001248435135e-06
16,0,5,-1.5802070501105044e-06
16,0,6,4.3068726614035774e-07
16,0,7,-1.624873608872739e-06
16,0,8,-7.9942002512116e-06
16,0,9,-1.558939425687334e-05
16,0,10,-2.0002585668155333e-05
16,0,11,-1.8410495523892272e-05
16,0,12,-1.162583374978354e-05
16,0,13,-3.5561414354231787e-06
16,0,14,1.3979038366444512e-06
16,0,15,1.365556929498129e-06
16,0,16,-1.9951056244170196e-06
16,0,17,-4.950176736295993e-06
16,0,18,-4.709681959105572e-06
16,0,19,-1.1424279534526607e-06
16,0,20,3.620715560211286e-06
16,0,21,7.410152576456256e-06
16,0,22,9.645539974401367e-06
16,0,23,1.136739536945552e-05
16,0,24,1.3546829197322264e-05
16,0,25,1.5789960397071543e-05
16,0,26,1.641049190663534e-05
16,0,27,1.4236571071935011e-05
16,0,28,9.993183051600052e-06
16,0,29,6.168607161331655e-06
16,0,30,4.6951715166193835e-06
16,0,31,4.979250008163973e-06
16,0,32,3.875617461288235e-06
16,0,33,-1.417202405008942e-06
16,0,34,-1.0306202756379956e-05
16,0,35,-1.7872230357914866e-05
16,0,36,-1.8043081486773956e-05
17,0,0,9.807673050717233e-06
17,0,1,8.739406023947982e-06
17,0,2,7.17598315311198e-06
17,0,3,4.353180403379617e-06
17,0,4,1.4419181057968543e-06
17,0,5,3.114776337527014e-07
17,0,6,1.4078064151049147e-06
17,0,7,2.8473383705666412e-06
17,0,8,2.6602769535984198e-06
17,0,9,1.2750943104866973e-06
17,0,10,1.7433709477367203e-06
17,0,11,6.502195998593359e-06
17,0,12,1.4411853259047166e-05
17,0,13,2.0678162708273715e-05
17,0,14,2.088482319066037e-05
17,0,15,1.4771618809407481e-05
17,0,16,6.936687089956358e-06
17,0,17,2.8726499722920348e-06
17,0,18,4.7269423498130184e-06
17,0,19,9.716626081351205e-06
17,0,20,1.3211062665914185e-05
17,0,21,1.2566268747728595e-05
17,0,22,9.257903867984619e-06
17,0,23,6.723788929014114e-06
17,0,24,7.23324785077196e-06
17,0,25,9.777290834054957e-06
17,0,26,1.1648476530216282e-05
17,0,27,1.0928001010183258e-05
17,0,28,8.557826495426914e-06
17,0,29,6.968731862958249e-06
17,0,30,7.970984125310317e-06
17,0,31,1.079620576718756e-05
17,0,32,1.3413552569334244e-05
17,0,33,1.4418800343480708e-05
17,0,34,1.470635783421036e-05
17,0,35,1.5919062080518333e-05
17,0,36,1.8545017795842402e-05
18,0,0,-1.0832343266408415e-05
18,0,1,-7.323370045911445e-06
18,0,2,-1.7475446189853488e-06
18,0,3,3.3602439134976844e-06
18,0,4,6.668445811788674e-06
18,0,5,8.441538501125401e-06
18,0,6,9.329759771261508e-06
18,0,7,8.816991743931422e-06
18,0,8,5.629952367818203e-06
18,0,9,-4.440022687727224e-07
18,0,10,-7.044585905003709e-06
18,0,11,-1.045997866765564e-05
18,0,12,-8.460007064612686e-06
18,0,13,-2.5370480594274293e-06
18,0,14,3.169658932103349e-06
18,0,15,4.957616403067355e-06
18,0,16,2.429726227827481e-06
18,0,17,-1.6751241013891857e-06
18,0,18,-3.7975122379234013e-06
18,0,19,-2.1952326605666634e-06
18,0,20,2.4863870209964847e-06
18,0,21,8.113240012723802e-06
18,0,22,1.2718269325319963e-05
18,0,23,1.4923846396879795e-05
18,0,24,1.4158719779494696e-05
18,0,25,1.0647738394666288e-05
18,0,26,5.660429535728759e-06
18,0,27,8.074615045456531e-07
18,0,28,-2.846043431990961e-06
18,0,29,-5.635037170872645e-06
18,0,30,-8.424763053000166e-06
18,0,31,-1.1223474742915102e-05
18,0,32,-1.222659939259811e-05
18,0,33,-9.397327225056694e-06
18,0,34,-2.8047620125591676e-06
18,0,35,4.1589654466774744e-06
18,0,36,7.07396549469181e-06
19,0,0,2.5510902940341682e-06
19,0,1,6.26610062923991e-06
19,0,2,1.1171116951143247e-05
19,0,3,1.5111292530112599e-05
19,0,4,1.636400144717099e-05
19,0,5,1.4881884493501995e-05
19,0,6,1.2127499393224704e-05
19,0,7,9.687221025811074e-06
19,0,8,8.388752883039456e-06
19,0,9,8.248372009931086e-06
19,0,10,9.191681738772342e-06
19,0,11,1.1130256627764649e-05
19,0,12,1.3763546508473103e-05
19,0,13,1.617801487105734e-05
19,0,14,1.7371450926124314e-05
19,0,15,1.695491980880379e-05
19,0,16,1.551601913362397e-05
19,0,17,1.3689063984458354e-05
19,0,18,1.1442913989849967e-05
19,0,19,8.123146956758899e-06
19,0,20,3.909073406290425e-06
19,0,21,5.466619849871766e-07
19,0,22,6.086794746557683e-07
19,0,23,4.967526621283428e-06
19,0,24,1.138510941612697e-05
19,0,25,1.5492631295120434e-05
19,0,26,1.4285931169125154e-05
19,0,27,8.676371491813978e-06
19,0,28,3.1782332844815513e-06
19,0,29,2.1794098172062603e-06
19,0,30,6.607856001449464e-06
19,0,31,1.3340855565344622e-05
19,0,32,1.8401960825483658e-05
19,0,33,2.0052731568779517e-05
19,0,34,1.9790185910317087e-05
19,0,35,1.995081431857592e-05
19,0,36,2.1233599134476465e-05
20,0,0,-4.674424123173379e-06
20,0,1,4.781422538452558e-06
20,0,2,1.4500371105508818e-05
20,0,3,1.7407402888423244e-05
20,0,4,1.1033171341084632e-05
20,0,5,-3.006740643525007e-07
20,0,6,-8.998623659348093e-06
20,0,7,-1.0372357946781185e-05
20,0,8,-5.872625566750772e-06
20,0,9,-1.0232440370280802e-06
20,0,10,-3.29974255151954e-07
20,0,11,-3.968425212423133e-06
20,0,12,-8.416541220773624e-06
20,0,13,-1.0032977447172289e-05
20,0,14,-7.828726782705287e-06
20,0,15,-3.524041728940482e-06
20,0,16,5.902152312683813e-07
20,0,17,3.3086882960647456e-06
20,0,18,4.5810764959754635e-06
20,0,19,4.328961650504158e-06
20,0,20,2.1078036611781996e-06
20,0,21,-2.1042406246814406e-06
20,0,22,-6.678491726616273e-06
20,0,23,-8.756500159021467e-06
20,0,24,-6.363166270834076e-06
20,0,25,-7.343566376509434e-07
20,0,26,3.966299177576588e-06
20,0,27,3.5258763616802366e-06
20,0,28,-2.533529406272778e-06
20,0,29,-1.0096837072912036e-05
20,0,30,-1.3418484213478625e-05
20,0,31,-1.0041754434973065e-05
20,0,32,-2.945535059788786e-06
20,0,33,1.8209639436778824e-06
20,0,34,6.618380310497324e-07
20,0,35,-4.3846769329671095e-06
20,0,36,-7.422218297147649e-06
21,0,0,-1.3239633896699305e-05
21,0,1,-1.0968397127459153e-05
21,0,2,-7.462466712481776e-06
21,0,3,-5.586848502875841e-06
21,0,4,-6.365805260700064e-06
21,0,5,-7.811818184553729e-06
21,0,6,-7.5251636401774515e-06
21,0,7,-5.4609453304439075e-06
21,0,8,-4.406644140725308e-06
21,0,9,-6.71445605804333e-06
21,0,10,-1.1405875727063053e-05
21,0,11,-1.4281399702655516e-05
21,0,12,-1.211421640480632e-05
21,0,13,-6.159070563544638e-06
21,0,14,-1.7665023087305357e-06
21,0,15,-3.2604741622159125e-06
21,0,16,-9.54208458673521e-06
21,0,17,-1.4409699575561275e-05
21,0,18,-1.2388761572744867e-05
21,0,19,-4.0292656795058864e-06
21,0,20,3.889414132321836e-06
21,0,21,4.3742421181992375e-06
21,0,22,-3.7588052342328083e-06
21,0,23,-1.488646980205878e-05
21,0,24,-2.2024449172794057e-05
21,0,25,-2.2619731653868874e-05
21,0,26,-1.9885800725941366e-05
21,0,27,-1.8187982184819608e-05
21,0,28,-1.8240553889748508e-05
21,0,29,-1.647007181404265e-05
21,0,30,-9.614283187620834e-06
21,0,31,1.0160316529860778e-06
21,0,32,9.533429107428401e-06
21,0,33,1.054787514732778e-05
21,0,34,3.665397580383681e-06
21,0,35,-6.110171762074108e-06
21,0,36,-1.2875466391916814e-05
22,0,0,3.2362586835214292e-06
22,0,1,3.6140606054803066e-06
22,0,2,1.6444506645190625e-06
22,0,3,-6.359602688640488e-07
22,0,4,-1.26673805494123e-06
22,0,5,2.193293117611496e-07
22,0,6,3.147740837059778e-06
22,0,7,6.555159877643507e-06
22,0,8,9.79722040985294e-06
22,0,9,1.2145102117743e-05
22,0,10,1.2599706139038592e-05
22,0,11,1.0254555825677599e-05
22,0,12,5.350200160735474e-06
22,0,13,-3.5955843567626773e-07
22,0,14,-4.271694770056862e-06
22,0,15,-4.599494491556576e-06
22,0,16,-1.5636142285241068e-06
22,0,17,2.591643753895815e-06
22,0,18,5.02264200103215e-06
22,0,19,3.976674693289021e-06
22,0,20,-9.926067298355232e-08
22,0,21,-5.013811171144226e-06
22,0,22,-8.264109906485077e-06
22,0,23,-8.617255790509368e-06
22,0,24,-6.679806492176747e-06
22,0,25,-4.299600978306136e-06
22,0,26,-3.063408121480168e-06
22,0,27,-3.3011012911495006e-06
22,0,28,-4.02484880937038e-06
22,0,29,-4.012544437265685e-06
22,0,30,-3.005720508777562e-06
22,0,31,-2.016722312911932e-06
22,0,32,-2.4472903897698463e-06
22,0,33,-4.850330587458134e-06
22,0,34,-8.150770130252764e-06
22,0,35,-1.025146281604972e-05
22,0,36,-9.440956777944515e-06
23,0,0,-2.0948221520680505e-05
23,0,1,-1.5171282801535466e-05
23,0,2,-1.310082899603365e-05
23,0,3,-1.4786192552725856e-05
23,0,4,-1.6130581447472143e-05
23,0,5,-1.4212353774251097e-05
23,0,6,-1.0269782222403691e-05
23,0,7,-7.862153987674473e-06
23,0,8,-8.159137481633758e-06
23,0,9,-8.544245192741902e-06
23,0,10,-5.506293828343693e-06
23,0,11,9.135312347710128e-07
23,0,12,6.90080643204311e-06
23,0,13,8.481614476261502e-06
23,0,14,5.645532739887501e-06
23,0,15,1.8555874979956071e-06
23,0,16,4.3884557016103437e-07
23,0,17,1.2559921929807167e-06
23,0,18,1.877325694984487e-06
23,0,19,8.618747543741445e-07
23,0,20,-1.5604823834718836e-07
23,0,21,1.3203788709079955e-06
23,0,22,5.520791537903867e-06
23,0,23,9.329004526849901e-06
23,0,24,9.403642756359914e-06
23,0,25,5.271642736598181e-06
23,0,26,8.091457295968607e-08
23,0,27,-2.734276535919331e-06
23,0,28,-2.3135360951573373e-06
23,0,29,-8.534345524664527e-07
23,0,30,-5.78342641779787e-07
23,0,31,-1.5498281076292036e-06
23,0,32,-1.6315585769293242e-06
23,0,33,7.580133682670665e-07
23,0,34,5.149585999216302e-06
23,0,35,9.167214875738542e-06
23,0,36,1.0928940336325246e-05
24,0,0,-1.5143255812387997e-05
24,0,1,-9.062182060438125e-06
24,0,2,-2.459381576313269e-06
24,0,3,1.855273904217763e-06
24,0,4,2.7498550889991976e-06
24,0,5,8.212435327143374e-07
24,0,6,-2.0130708735288433e-06
24,0,7,-3.8093971510653882e-06
24,0,8,-3.5935067525097236e-06
24,0,9,-1.8956505583067504e-06
24,0,10,-1.2670601468103206e-08
24,0,11,1.0926941448839903e-06
24,0,12,1.5817446418762336e-06
24,0,13,2.133047778395716e-06
24,0,14,2.9657467608474637e-06
24,0,15,3.1910356958923585e-06
24,0,16,1.6123078479868594e-06
24,0,17,-2.139430794206813e-06
24,0,18,-7.011992524789533e-06
24,0,19,-1.1344396794690141e-05
24,0,20,-1.3994718237235666e-05
24,0,21,-1.4982148646111018e-05
24,0,22,-1.5000415665569387e-05
24,0,23,-1.4684908310844125e-05
24,0,24,-1.4015818514631216e-05
24,0,25,-1.2611826429412905e-05
24,0,26,-1.0213739885641109e-05
24,0,27,-7.158560872345206e-06
24,0,28,-4.37767418745699e-06
24,0,29,-3.170069296118904e-06
24,0,30,-4.451286870726001e-06
24,0,31,-7.922190825226764e-06
24,0,32,-1.1599415474888538e-05
24,0,33,-1.2625583810274804e-05
24,0,34,-9.2792682626455e-06
24,0,35,-2.7936481690368336e-06
24,0,36,2.9387460455367677e-06
25,0,0,6.909704200742082e-06
25,0,1,6.079194735868009e-06
25,0,2,3.945654375134473e-06
25,0,3,2.459320640167342e-06
25,0,4,2.919937149127008e-06
25,0,5,4.80587594096457e-06
25,0,6,6.435216442182159e-06
25,0,7,6.6265799510528125e-06
25,0,8,5.733763186019109e-06
25,0,9,5.217919247561793e-06
25,0,10,6.208597280166629e-06
25,0,11,8.350186669130795e-06
25,0,12,1.0047434775167102e-05
25,0,13,9.783457935820636e-06
25,0,14,7.539146575728751e-06
25,0,15,4.94123021868028e-06
25,0,16,4.068418699404875e-06
25,0,17,5.702938954925185e-06
25,0,18,8.663102327715266e-06
25,0,19,1.0721090234850944e-05
25,0,20,1.0461357461644073e-05
25,0,21,8.217163972067294e-06
25,0,22,5.514861996157831e-06
25,0,23,3.5265719432385175e-06
25,0,24,2.308865112198369e-06
25,0,25,1.3015657908225454e-06
25,0,26,5.154308914323516e-07
25,0,27,6.170805228159653e-07
25,0,28,2.002680078305193e-06
25,0,29,3.85527242830429e-06
25,0,30,4.942783271856169e-06
25,0,31,5.216805298434462e-06
25,0,32,6.481034603152938e-06
25,0,33,1.054914989512078e-05
25,0,34,1.669064247240338e-05
25,0,35,2.1102819615178843e-05
25,0,36,2.0067155427368807e-05
26,0,0,-8.228047349628765e-06
26,0,1,-1.7053879018395264e-06
26,0,2,3.2008171296567408e-06
26,0,3,3.5889228991444833e-06
26,0,4,-1.2741148756277633e-06
26,0,5,-8.792810826036121e-06
26,0,6,-1.4733354547744309e-05
26,0,7,-1.62079568922774e-05
26,0,8,-1.39190715599853e-05
26,0,9,-1.1022633571514985e-05
26,0,10,-1.0257802358013424e-05
26,0,11,-1.1385451386139933e-05
26,0,12,-1.2116154719943621e-05
26,0,13,-1.0624926812014381e-05
26,0,14,-7.678101361123491e-06
26,0,15,-5.550969300154138e-06
26,0,16,-5.829064407865544e-06
26,0,17,-7.708053568684361e-06
26,0,18,-9.363758138911918e-06
26,0,19,-9.584230571843392e-06
26,0,20,-8.810109415521611e-06
26,0,21,-7.641258094003543e-06
26,0,22,-5.992686508929341e-06
26,0,23,-3.1786189102408493e-06
26,0,24,1.5448081799696746e-08
26,0,25,1.3236284045763818e-06
26,0,26,-1.5206908982827365e-06
26,0,27,-7.621783265563222e-06
26,0,28,-1.3081230476312045e-05
26,0,29,-1.3583524762500443e-05
26,0,30,-8.704429039983882e-06
26,0,31,-2.184877335636911e-06
26,0,32,8.168422149384629e-07
26,0,33,-1.2171330308242498e-06
26,0,34,-5.2853480943623635e-06
26,0,35,-6.264753121869684e-06
26,0,36,-2.2120806863701813e-06
27,0,0,4.458081523845255e-06
27,0,1,3.945906123271675e-06
27,0,2,2.0194009567475084e-06
27,0,3,9.194769314169296e-08
27,0,4,-5.292892716823874e-07
27,0,5,6.710687202892493e-07
27,0,6,3.0710125886939472e-06
27,0,7,5.252092965793317e-06
27,0,8,6.081536502861029e-06
27,0,9,5.710486305870842e-06
27,0,10,5.678187238146546e-06
27,0,11,7.673818004812194e-06
27,0,12,1.205466632882567e-05
27,0,13,1.7119813383479612e-05
27,0,14,2.0090697516176063e-05
27,0,15,1.903331022898942e-05
27,0,16,1.4390233478270222e-05
27,0,17,8.59805890365405e-06
27,0,18,4.423613493123851e-06
27,0,19,2.9934063141299415e-06
27,0,20,3.4509045295086425e-06
27,0,21,3.958521178771125e-06
27,0,22,3.4480268882293528e-06
27,0,23,2.22827715015964e-06
27,0,24,1.576902855809727e-06
27,0,25,2.3477387353208095e-06
27,0,26,4.378550940362563e-06
27,0,27,6.64231639241526e-06
27,0,28,8.319140885124218e-06
27,0,29,9.200085469941949e-06
27,0,30,9.675064355648148e-06
27,0,31,9.928015936257553e-06
27,0,32,9.922912579510919e-06
27,0,33,9.588373502170643e-06
27,0,34,9.674079190972508e-06
27,0,35,1.1533007808754334e-05
27,0,36,1.631191868660105e-05
28,0,0,-1.4663710535615091e-05
28,0,1,-2.4603121349262014e-05
28,0,2,-2.304480329036419e-05
28,0,3,-1.3991345103235467e-05
28,0,4,-6.559528362660159e-06
28,0,5,-6.328027760608534e-06
28,0,6,-1.1003190029692871e-05
28,0,7,-1.4389124622313297e-05
28,0,8,-1.3112611681969635e-05
28,0,9,-9.590374390544359e-06
28,0,10,-8.29979265834827e-06
28,0,11,-1.05105160148053e-05
28,0,12,-1.2800771409936565e-05
28,0,13,-1.1129604701952704e-05
28,0,14,-5.413749830676239e-06
28,0,15,-3.66972221638637e-08
28,0,16,6.927502102826286e-07
28,0,17,-3.085879189310657e-06
28,0,18,-6.663087068925976e-06
28,0,19,-5.477605090841353e-06
28,0,20,4.0772834534456807e-07
28,0,21,6.050518731291684e-06
28,0,22,6.006978672683851e-06
28,0,23,-1.0767942673211992e-06
28,0,24,-1.1456976233340443e-05
28,0,25,-1.9451910628686254e-05
28,0,26,-2.1403852179610757e-05
28,0,27,-1.758538009027585e-05
28,0,28,-1.1131342928252634e-05
28,0,29,-5.818813674828054e-06
28,0,30,-4.215179132244424e-06
28,0,31,-6.8366193882058455e-06
28,0,32,-1.1905811875353555e-05
28,0,33,-1.6066376941336344e-05
28,0,34,-1.6147981172769978e-05
28,0,35,-1.1449457258629905e-05
28,0,36,-4.524860263823311e-06
29,0,0,-6.897390369892348e-06
29,0,1,-6.688021048445567e-06
29,0,2,-9.742557594674564e-06
29,0,3,-1.5891398889256994e-05
29,0,4,-2.024126181971299e-05
29,0,5,-1.7563415429102855e-05
29,0,6,-7.726918671867528e-06
29,0,7,3.353527476923949e-06
29,0,8,8.206685865350973e-06
29,0,9,3.825928854606916e-06
29,0,10,-6.30972363376578e-06
29,0,11,-1.5384951486400534e-05
29,0,12,-1.8480296696708298e-05
29,0,13,-1.5424467212791994e-05
29,0,14,-9.671448932255786e-06
29,0,15,-5.125892934286302e-06
29,0,16,-3.916043046192907e-06
29,0,17,-6.0722887605956e-06
29,0,18,-1.0373976119778692e-05
29,0,19,-1.5013895104846282e-05
29,0,20,-1.8054480002142187e-05
29,0,21,-1.807520484011925e-05
29,0,22,-1.51477567198352e-05
29,0,23,-1.1174821141219824e-05
29,0,24,-8.93244154790329e-06
29,0,25,-1.0068316773830974e-05
29,0,26,-1.3697227609023115e-05
29,0,27,-1.682752069946409e-05
29,0,28,-1.6663485687799535e-05
29,0,29,-1.285070485259525e-05
29,0,30,-7.75927267307263e-06
29,0,31,-4.326392146034421e-06
29,0,32,-3.482255176143797e-06
29,0,33,-3.2287640832692613e-06
29,0,34,-7.04721798270986e-07
29,0,35,4.586446152774745e-06
29,0,36,9.324171108134776e-06
